,title,content,date,nickName
1465,안녕하세요 ,반갑습니다 ,2024-07-19 13:59,유앤미
1466,,"이런곳 처음인데 뭐가먼지 
그냥한번 와봤습니다",2024-07-19 14:25,복길아비
1467,가입인사,"안녕하세요
신입인사드립니다
즐겁고행복한시간되세요",2024-07-19 16:18,둥둥
1468,,"인녕하세요~
처음 오늘인사 드립니다.
함께하는 즐거움 누리게요^^*
",2024-07-19 16:47,김 현주
1469,,"반갑습니다 
무더운 여름 모두 건강하세요",2024-07-19 16:51,한잔해
1470,가입인사,"안녕하세요
신입 인사 드립니다
오류동 살고요",2024-07-19 17:05,둥둥
1471,가입인사,"신입 인사 드립니다
늘 즐겁고 행복한 시간 되세요",2024-07-19 17:08,둥둥
1472,8월 정모,"8월 정모를 계획 중입니다.
앞으로 정모 일시를 매월 둘째 토요일 오후 3시로 고정할까 하는데 회원 여러분 의견은 어떠하신지요.
또 정모 사이에 번개모임을 평일에 가지면 어떨지도 생각 중입니다. 한다면 화요일이나 금요일이 좋겠습니다. 토요일 참석이 어려운 분들을 위하여...
그리고 가을에는 하루 소풍-문학관 방문 행사도 해 볼까 합니다.
첫 방문지는 춘천 김유정 문학관 생각하고 있습니다.
의견 댓글로 남겨 주시면 감사하겠습니다.",2024-07-19 17:11,제이
1473,,"안녕하세요 
소통의 창구가 마련되어 반갑습니다^^",2024-07-19 18:27,산골여인
1474,,"좋은분 만나고 싶어요.
서로 연락해요.",2024-07-19 18:47,사아니조아
1475,,"오늘 파주 지인밭에 가서 털어왔습니다
파주 물난리 걱정했는데 다행히 피해 없었구요
1주일에 1번씩 가니까 나 때문에  꽈리고추를 못 먹는다고 농담까지 하셨어요 
가지와 꽈리고추를 워낙 좋아해서 욕심을 내니까요
감자 20개를 양파랑 갈아서 부추 풋고추넣고     감자전 부쳐 4명이서 맛있게 먹고
집에 올 때 청계란 삶은것10개
수박 가지 단호박 풋고추 양손가득 ~~^^
가지 17개는 넘 많아 이웃과 나눠먹어야 겠어요
담주 부터는 옥수수 익는다고 열심히 먹으러 오라네요. 감솨~~^^
",2024-07-19 19:18,봄이
1476,건강한 삶,시니어 분들 건강행복하세요,2024-07-19 19:41,구탐
1477,,"안녕하세요??
반갑습니다.잘나가다 빠지는곳 인근에 거주하는(프로필 참조)중년입니다",2024-07-19 20:54,나포리
1478,,"장마비가 내리네요
소낙비가 잠시오는건 좋은데
넘지루한. 회색빛 하늘은
싫어요

세월가는것이 두려움입니다 
넘
빠르네요 
언제나 건강
누구나행복할 의무사항",2024-07-19 21:13,가을
1479,안녕하세요 반갑습니다 ,"앞으로 잘 부탁드립니다 
좋은인연 좋은 만남. 기대합니당",2024-07-19 21:44,샤이걸
1480,.,"'옥수수'가 우리 몸에 좋은 진짜 효능 

1. 고혈압 개선 

첫번째로 소개해드릴 옥수수의 효능으로는  
고혈압 을 개선해주는 효과가 있습니다.  
옥수수 수염차를 꾸준하게 섭취하시면  
혈압이 안정되어 고혈압을 개선시키는  
효과가 있다고 합니다.  
또한, 평소에 자주 코피가 나시는 분들이 
섭취하시면 출혈을 멈추는 효능을 보실 수 있습니다. 
  

2. 붓기제거 

평소에 얼굴이 자주 붓는 분들이라면  
옥수수의 효능을 보실 수 있습니다.  
특히, 출산후에 붓기가 잘 빠지지 않는 분들이나  
붓기를 빨리 빼고싶은 분들이 섭취하시면
도움이 됩니다. 
  

3. 피부 건강에 탁월 

옥수수에는 피부건강에 좋은 단백질,
섬유소, 비타민 무기질 등의 영양소가  
풍부하게 함유되어 있습니다. 
이 영양소들의 외부의 감염으로부터  
피부 를 보호해주고 특히 노화를 방지해주는 
비타민E(토코페롤)이 많아 피부의 건조를 
방지하고, 피부면역력을 향상시켜줍니다. 
  

4. 다이어트음식 

옥수수는 GI지수가 75점으로
저칼로리 음식에 속하는데요. 
저칼로리임에도 불구하고 높고  
오래지속되는 포만감을 주기 때문에  
다이어트 음식으로 각광받고 있습니다. 
  
특히 조금 느껴지는 옥수수의 단맛은  
식욕을 억제해주는 효능이 있는데요. 
이러한 옥수수효능을 잘 활용하시면  
좋은 다이어트 음식이 됩니다. 
  

5. 구강건강에 좋다 

인사돌 들어보셨나요. 인사돌은 잇몸질환을  
치료하는 약인데요, 
이 인사돌의 주요성분이 바로 옥수수의 
'베티-시토스테롤'이라고 합니다. 
  
이 베티-시토스테롤이라는 성분은
잇몸질환을 치료하고 충치를 낫게하는등  
구간겅강에 좋은 효능을 발휘합니다. 
  

6. 심신진정효과 
  
옥수수효능 중에는 심신을  
진정시키는 효과가 있습니다. 
평소 불안한 느낌이 많고,  
스트레스를 많이 받는 분이시라면
옥수수를 꾸준히 먹어줌으로써
마음을 안정시킬 수 있겠습니다. 
  ",2024-07-19 21:54,의봉
1481,안녕하세요   반갑습니다^^,어색하지만 잘 부탁 드리고.... 좋은 인연 이어가요^^,2024-07-19 22:36,행복터널
1482,💋산삼보다 더 좋은 뽀뽀💋,"
뽀뽀가 과연 산삼보다도 더 좋은 약효를 낼 수 있을까? 
연인과 나누는 달콤한 뽀뽀는 만병통치약이라 해도
과언이 아닐 만큼 건강에 도움을 준다.
미국의 대중 잡지 최근호는 과학적으로 입증된
키스의 효능 6가지를 소개했다. 

 
◈ 치아 건강에 좋다
미국 치과협회의 매슈 매시너 박사에 따르면
오랫동안 뽀뽀를 하면 충치를 유발하는 박테리아를
없애주는 특수한 침의 성분이 만들어진다고 한다. 

 
◈ 다이어트에 효과가 있다
열정적인 키스는 한번에 12㎉의 열량을 소모시킨다.
뜨거운 키스를 오랫동안 계속한다면 모든 사람들이
부러워하는 날씬한 몸매를 가질 수 있을지도 모를 일이다. 
 

◈ 통증을 덜어준다
뽀뽀는 엔도르핀이 생성되도록 뇌에 자극을 준다.
정말로 사랑이 느껴지는 뽀뽀는
소량의 모르핀 주사만큼이나 강력하게 엔도르핀이
생성되도록 만든다.
또 자주 뽀뽀를 하는 사람들은 방광·위 혹은
피와 관계된 건강 문제로부터 고통을 받는 일이 적다. 
 

◈ 노화 방지를 돕는다
농담처럼 들릴지도 모르지만,
전문가들은 이런 효과도 분명히 있다고 말한다.
뽀뽀는 뺨과 턱근육을 부드럽게 해줌으로써
피부가 처지는 것을 막아주고, 더 젊어 보이게 해준다. 
 

◈ 스트레스를 없애준다
감정이 듬뿍 담긴 뽀뽀는 몸속에서 스트레스를
자극하는 글루코콜티코이드 라는 호르몬의 생성을
억제해 스트레스를 해소시키는 역할을 한다. 
 

◈ 면역 체계를 향상시킨다
임상 심리학자인 헬렌 프리드만 박사는
자주 뽀뽀를 하는 사람들에게는 모든 종류의
감염성 박테리아에 대항하도록 돕는
화학 물질이 만들어진다고 밝혔다",2024-07-19 22:45,의봉
1483,많은 도움 부탁 드립니다,좋은 인연 감사합니다^^,2024-07-19 22:48,행복터널
1484,,반가워요 ,2024-07-20 00:06,멋남
1485,,좋은 친구 환영합니다,2024-07-20 00:07,멋남
1486,,비바람이 몰아쳐도 꽃은 피우고 ,2024-07-20 03:21,빠달
1487,,"긴 장마 끝에 좋은 곳 을 알았네요
이곳에서 좋은 친구들을 만나기를
바라며 인사 드립니다",2024-07-20 04:29,섬사람
1488,반갑습니다,인사 드립니다. 관심 있어 가입합니다. 나이는 60 초반이구요 경북 포항입니다~,2024-07-20 06:02,즐멋행
1489,달,달아달아 밝은달아..,2024-07-20 06:53,빠달
1490,,"아침/ 천상병

아침은 매우 기분이 좋다
오늘은 시작되고
출발은 이제부터다

세수를 하고 나면
내 할일을 시작하고
나는 책을 더듬는다

오늘은 복이 있을 지어다
좋은 하늘에서
즐거운 소식이 있기를ᆢ


울 님들!
좋은 아침입니다
오늘도 파이팅요!",2024-07-20 07:02,사커
1491,자녀에게 증여,"어느덧 자녀들에게 증여를 준비해야 할 나이가 되었네요.
기본적인 지식 배울 수 있도록 잘 부탁합니다",2024-07-20 07:44,manerlee
1492,즐거운여행을 기대해보며,"안녕하세요
첫인사 드립니다~",2024-07-20 08:08,다정이
1493,반갑습니다.,"인사 드립니다.
이런 모임이 처음이라 쑥스럽습니다.
그러나 용기 내어 문을 두드렸습니다.
좋은 만남이 이어졌으면 하는 바람입니다.",2024-07-20 08:21,째쟁이
1494,,"반갑습니다.
지금 하늘에서는 천둥,번개가 요란스럽습니다.
그러나 마음은 풍요롭습니다.
이렇게 저희들이 대화할 수 있는 장이 있으니까요^.^",2024-07-20 08:31,째쟁이
1495,멋진인생 ,친구 같은 연인으로 편하게 살고 싶어요.,2024-07-20 10:07,이슬이
1496,,떨리는 마음으로 신고합니다. 서로의 마음을 이어주는 사랑방이 되었음 하는 마음 입니다.,2024-07-20 10:31,등산지기
1497,,모두 방가워요,2024-07-20 11:03,사후약방
1498,잘부탁드립니다 ,안녕하세요. 잘 부탁 드립니다. 아무 것도 몰라서요.  열심히 참석할게요. 감사합니다.,2024-07-20 11:17,국제재섭
1499,,반갑습니다. 행복한 만남 이뤄지기를...^^,2024-07-20 11:27,쵸코처리
1500,방가뭐요,방가워요,2024-07-20 11:30,보따리
1501,반갑읍니다,잘 부탁 드려요. 아무 것도 모릅니다.,2024-07-20 11:44,국제재섭
1502,골프모임,"안녕하세요 
연걸 입니다
골프에 관심 있어 모임에 왔습니다.",2024-07-20 12:16,연걸
1503,,"태양이 뜨기직전..
울진과양양",2024-07-20 12:54,빠달
1504,가입인사,안녕하세요. 선배님들 잘 부탁드립니다 ~~,2024-07-20 13:00,새롬이
1505,가입인사,선배님들 안녕하세요 울산북구에 거주합니다 잘부탁드립니다,2024-07-20 13:01,새롬이
1506,,"천둥 번개,많은 비바람에도 힘내라고 한강의 무궁화는 굳건함으로 꽃을 피운다",2024-07-20 13:04,히로이
1507,가입인사,"반갑습니다
잘 부탁 드립니다 ",2024-07-20 13:40,성곤준수
1508,가입인사드립니다 ,"반갑습니다 
잘 부탁 드립니다 ",2024-07-20 13:44,성곤준수
1509,친구가  필요해요,"은평 사는 60대 초반  여성입니다.
2년전 이사 와서  아는 사람이  별로 없어요.
친구를 만들고 싶어요.
취미는 운동,주말에는  연신내, 서오릉 맛집 찾아 다니는 게 또 다른 취미임.

",2024-07-20 14:01,체리 세이지
1510,반갑습니다~^^,^^,2024-07-20 14:35,큐핏
1511,,처음가입합니다 좋은분과 즐거운취미생활 공유하고싶습니다,2024-07-20 14:46,오리
1512,처음이라 어떻게 하는 지 모름,만남은 소중한 인생이다,2024-07-20 14:48,난남자다
1513,반갑습니다 ,정직,2024-07-20 15:07,꿎끼
1514,인사 드립니다,조심스럽게 노크합니다,2024-07-20 15:10,자연스럽게
1515,,반가워요 ,2024-07-20 15:30,털보베
1516,사마르칸트,"오늘 7.20  토요일 받은 책입니다.
어제 주문했는데 오늘 새벽에 왔습니다.
책도 새벽배송이라니...
'사마르칸트'... 레바논 출신 프랑스 작가 아민 말루프라는 사람의 소설입니다.
11세기 페르시아 철학자 수학자이자 시인인 오마르 하이얌 이라는 사람의 생애를 소설로 쓴 작품이라고 합니다.
재미있으면서도 유익할 것 같습니다.",2024-07-20 15:50,제이
1517,,설악 토왕성폭포,2024-07-20 15:54,젬
1518,가입합니다,재밌는 시간 만들고 싶습니다 ,2024-07-20 16:13,자연스럽게
1519,하루 일과,등산의 의미,2024-07-20 16:19,난남자다
1520,첫인사,안녕하세요    63년생 입니다  이런모임이 처음이라서  많이 낯설어요  잘부탁 드립니다,2024-07-20 16:28,중후니
1521,안녕하세요,누군가와 대화하고 웃고 정다운 대화가 그립습니다,2024-07-20 17:28,신세계
1522,하이방가방가,"주말에  드라이브나 경치있는 곳에서 커피더 마시고 맛집도 다니고 하면서 노는거죠

인생의 벗삶아~",2024-07-20 17:28,사후약방
1523,반갑습니다.,"꾸벅!
인사드립니다.
",2024-07-20 20:17,째쟁이
1524,You Needed Me. . . Anne Murray,"당신도 내가 필요했어요.
필사 한 꼭지로 인사를 대신합니다.
잘 부탁드립니다.
",2024-07-20 22:33,옥이이모
1525,.," '암(癌)'이 매우 싫어하는 음식 30가지 

1. 양배추 : 위. 대장. 직장암 등에 좋다
2. 고구마 : 하루 반개로 대장암과 폐암을 예방
3. 된장, 청국장 : 콩의 발효로 더욱 높아지는 항암효과
4. 율무 : 결장암에 탁월한 항암효과
5. 각종 콩 : 유방암과 전립선암에 좋음

6. 등푸른 생선 : DHA로 암을 예방하고 장수한다
7. 새우젓 : 면역력을 증강시켜 암을 예방한다
8. 녹황색 채소, 케일 : 녹색 밥상을 차려라
9. 브로콜리 : 유방암, 대장암에 효과 큰 설포라판 풍부
10. 새싹 채소 : 어리지만 효능이 뛰어나다

11. 배 : 발암물질의 배출을 돕는다!
12. 신선초 : 흡연자의 항산화 효과 높여줌
13. 시금치 : 손상된 DNA 복구할 암 예방성분 풍부
14. 미나리 : 끓는 소금물에 데치면 효과가 2배
15. 곰취 : 저공해 산나물의 힘

16. 도라지, 가지 : 암 세포의 소멸을 돕는다
17. 당근 : 폐암과 유방암을 억제
18. 고추 : 위암을 억제
19. 마늘, 생강 : 미국립암연구소 선정 '으뜸 항암식품'
20. 양파 : 껍질 부분에 항암물질이 풍부

21. 호박 : 주황색 식물의 대표주자
22. 부추 : 부추가 들어가면 항암효과가 두배
23. 양지바른 언덕에 항암효과 가득한 쑥
24. 초기위암, 폐암, 후두암에 효과 높은 버섯류
25. 가공식품에 항암효과가 풍부한 토마토

26. 암세포의 성장과 전이를 막는 알로에
27. 미역, 다시마, 김 : 바다에서 나는 최고의 해조류
28. 현미콩밥 주식을 바꿔라
29. 구강암, 식도암 등을 예방하는 딸기류
30. 머루 : 일반 포도보다 10배 뛰어난 항암효과",2024-07-21 00:13,의봉
1526,잘부탁드려요,신나는 하루하루 보내길,2024-07-21 00:42,Kate
1527,여자친구 만남을 이루기 위해,"여자친구 되어줄 분을 위해 인사드립니다.
처음과 끝이 같게 하도록~^^",2024-07-21 00:46,같은 곳을 바라보는 짝꿍 희망
1528,,"이런 방이 존재 한다니 좋습니다.
반갑습니다.",2024-07-21 01:03,같은 곳을 바라보는 짝꿍 희망
1529,,도도하게. 이쁘구나,2024-07-21 01:50,빠달
1530,,반갑습니다 비는 오늘도 어김없이 내리내요 좋은 분들 많이 만났으면 합니다 감사합니다,2024-07-21 02:42,불바래기
1531,,방가방가. 첨 가입했습니다. ,2024-07-21 06:02,시그미
1532,인사말,"안녕하세요?
이런 곳 처음이라 쑥쓰럽네요.
저는 일산에서 중장비사업하며 농사짓고 삽니다.
앞으로 서로 인생을 즐겁게 사는법을 공유하길 바랍니다.",2024-07-21 08:00,무공산적
1533,,"충남 보령에서 평범하게 살아가고 있습니다.
좋은 분들과 많은 소통하며 지내고 싶어요.
",2024-07-21 08:03,머구리a
1534,,가입 인사 드립니다. 변덕 심한 장마에 건강 잘 챙기세요~~,2024-07-21 08:12,행복충전소
1535,첫인사,"이틀 전에 가입한 새내기 인사 드립니다.
저는 60대 부산 사나이입니다.
직업은 치과의사이며 골프를 좋아합니다.
앞으로 좋은 분들과 즐거운 활동하기를 바랍니다.",2024-07-21 08:20,부산아재
1536,가입합니다.,"안녕하세요.
가끔은 시간 낼 수 있을 것 같아  가입합니다.
탁구를 좋아해요.",2024-07-21 08:42,Viny
1537,,"비내리는 일요일  아침 혼자있는 외로움에
잠시나마 잊고자 대화친구가 필요해 문을 열고
첫발을 디뎌봅니다",2024-07-21 09:13,사수
1538,,"산행이 계속 취소되는 비 오는 아침.
와인 한잔이 그리운 시간.
열심히 운동하고.
오후엔 봉선사 연꽃 보러 갈 계획.
항상 이맘때 봉선사 연꽃이 멋집니다",2024-07-21 09:14,샤이걸
1539,,작년봉선사 연못에서,2024-07-21 09:25,샤이걸
1540,,"오늘도 이 운동으로 위로하는 하루...
비좀 그만 왔으면...",2024-07-21 09:28,샤이걸
1541,,봉선사 이쯤에 피는 연꽃과 수련...,2024-07-21 09:31,샤이걸
1542,,"여행을 떠나고 싶다
여행을 같이떠날 친구가 필요합니다 ",2024-07-21 10:10,자유로운여인
1543,,중년을 즐기면서  살아야죠.,2024-07-21 10:12,바로세울려나
1544,,취미를 공유하고 같이 여행을 떠날 여행친구를 만나고 싶어요,2024-07-21 10:13,자유로운여인
1545,가입 환영합니다,줄거운 모임이 되도록 최선을 다 하겠습니다,2024-07-21 10:17,후지미
1546,반가워요 ,송파구 오금동 살고 있는 젊은 봉구 인사 드립니다.,2024-07-21 10:20,봉구
1547,신뢰,"안녕하세요.
저도 서로 위로해주며 남은 인생 잘 살고 싶은 61년.소띠 여자입니다 친구 같고 다정하고 이해심 많은 남성을 원해요.",2024-07-21 11:21,신세계
1548,재미있고 행복하고 웃음꽃피는  인생길 같이해요,저는 61년 소띠 여자입니다.  외로움에 대해 생각할 나이가 됐음을 느끼며 함께 재미있고 행복하고 웃음 꽃피는 인생길 같이 가고 싶어요,2024-07-21 11:25,신세계
1549,드라이브,"저도 드라이브 좋아해요. 인간성 좋으시고 매사에 긍정적인 분 좋아해요. 
김규림.61.소띠여자입니다.",2024-07-21 11:32,신세계
1550,,"우연히 인터넷  도움으로 가입했습니다
감사합니다",2024-07-21 11:53,평강
1551,인사드립니다,"안녕하세요, 반갑습니다.",2024-07-21 12:03,평강
1552,산을 좋아합니다,산을 사랑합니다,2024-07-21 12:10,평강
1553,,"비가 잠시 쉬어가는 일요일
이열치열  양주시 장흥숯가마에 왔어요
찜질보다는 먹는재미로~~
숯가마옆 계곡에는 물이 흐르고 신선놀음^^",2024-07-21 12:51,봄이
1554,웃고 삽시다,...,2024-07-21 13:20,soulk
1555,삶의 잔잔한 행복,"마음이 맞는 사람과
아침 공기를 마시며
산책할 수 있다면

손을 잡지 않아도
따스한 온기가
가슴으로 느껴져
내내 미소가
떠나지 않는다면
욕심 없는
행복에 만족하겠다.

마음이 닮은 사람과
한 곳을 바라보며
걸어갈 수 있다면

눈빛이 말하는 것을
읽을 수 있어 가슴으로
포근하게 슬픔을
안아줄 수 있다면
이름없이 소박한
삶에도 만족하겠다.

사랑을 사랑하는 사람들과 벗이 되어
동행할 수 있다면

꼭 옆에 같이 살지 않아도
가끔씩 기분좋은
소식을 전하는 일에
들뜬 가슴 열어
세상을 헤쳐 나간다면

때때로 지치고 힘들다해도
손해 보는 삶이라도
후회는 없겠다.

세상에 빛나는 이름
남기지 못한다 해도
작은 행복에
만족할 줄 알았다면

명예가 사랑보다 귀한
것이 아님을 깨달았다면,

놓인 빵의
소중함을 경험했다면

진실을 위해 소중한
어떤 것을 희생했었다면,

먼 훗날,
어둠이 조용히 나리울 때
삶의 잔잔한
행복을 차지했었노라",2024-07-21 13:25,의봉
1556,노년이라고 사랑도 모르겠는가?,"
 
노년이라고 사랑도 모르겠는가?
모른척할 뿐이지
 
이성 앞에 감성이 눈물겨울 때
감성 앞에 이성이 외로울 뿐이지
 
사랑 앞에 나이 앞에 절제라는 말이 서글프고
책임이라는 말이 무거울 뿐이지
 
절대로 올 것 같지 않던 세월은
어느새 심산유곡으로 접어드나니
물소리 한층 깊고 바람소리 더욱 애잔 할 때
지저기는 새소리 못 견디게 아름다워라.

봄과 가을 사이 내게도
뜨거운 시절이 있었지 않았던가?
 
꽃그늘 아래 붉도록 서 있는 사람이여
나뭇잎 사연마다 단풍이 물들 때
노년이라고 사랑을 모르겠는가?
 
훗날 그대에게 덜 늙은 줄 아는 그대에게
쓸쓸한 날 오거들랑
 
빈 주머니에 낙 옆 한 장 넣고
빨갛고 노란 꽃길을 걸어 보셔라.
당신이 꽃이더냐 낙엽이더냐?
노년이라고 사랑도 모르겠는가              

- 오늘의 좋은글 중에서.. ",2024-07-21 13:26,백작
1557,올빼미 ,반갑습니다 😁 😁 😁 ,2024-07-21 14:22,호랑
1558,신청합니다,신청합니다,2024-07-21 15:07,햇불
1559,인사드립니다,"안녕하세요
수리산을 사랑하는 사람입니다.
즐거운 산행이 되도록 노력 하겠습니다 인사",2024-07-21 15:20,아름다운만남
1560,인사드립니다,"산을 사랑하는 사람입니다
즐거운 산행이 되도록 노력하겠습니다",2024-07-21 15:22,아름다운만남
1561,,"신문읽다가 알게된 어풀이에요.
가끔씩들러 좋은정보 얻어갈께요.",2024-07-21 15:29,따봉따봉이
1562,,비.   맞은. 무궁화꽂,2024-07-21 15:35,평강
1563,안녕하세요! 인사드립니다^^,"좋은 사람들과 좋은 인연 만들어 보아요.
좋은 사람 만나기 위해선 먼저 내가 좋은 사람이 되어야 하겠죠.",2024-07-21 15:36,까비사장
1564,7/29일 - 8/2일 여름 휴가 가능한 분,"5박6일의 휴가가 가능한 분만 댓글로 남겨주시기 바랍니다

만약 4명 인 경우 캠핑카로 ,, 성원이 차면 남성 여성 규모를 판단 하여 고흥 썬밸리 리조트룸 1개  방 2개 객실에서 지내게 됩니다.

즉 4명인 경우 캠핑카에서 ,, 6명인 경우 리조트에서 숙박합니다
1인 20 만원 정도의 비용이 발생합니다 (캠카 이용인 경우 1/2 입니다)

6명의 리조트 숙박인 경우 차는 9인승 스타리아 승합차로 이동 합니다.

5박 6일간 다도해라는 한려해상 모두를 여행합니다
섬과 바다 그리고 인근 섬진강 지리산 등 남해안 모두를 여행하는 일정입니다.

이 여행에 기본적 체력과 건강이 보장된 분 만 동행 가능합니다.
모임장은 한 분 한 분 잘 챙기겠으나 기본적으로 동행 하시는 회원과 합의되는 코스 또는 일정에 리딩 합니다.

이 캠핑 여행은 성원 4명 이하인 경우 취소 됩니다.

가능하신 분은 덧글로 신청하시기 바랍니다.

모임장 연락처는 010 2860 6433입니다.",2024-07-21 15:39,옆집할배
1565,,좋은생각  좋은 날씨,2024-07-21 15:48,쇼생크
1566,가입 인사드립니다,한 주 열심히 근무하고 휴식하는 주말을 무료하게 혼자 보내니 마음 맞는 분들과 같이 여행하며 시간 보낼까 하고 가입하게 되었습니다.,2024-07-21 16:06,처음으로 다시
1567,,가까이에  친구  한사람있어  이런일저런일  함께   재미있게  시간보냈어면 하는  조그맣지만  아주 큰  희망을 가지고  노크합니다.   대구 에  거주합니다.,2024-07-21 16:24,모모즈
1568,가입 인사드립니다,한 주 열심히 일하고 쉬는 주말을 혼자 무료하게 보내기 싫어 뜻 맞는 분들과 같이 보내고 싶어 가입하게 되었습니다 ,2024-07-21 16:26,처음으로 다시
1569,좋은 만남을 위하여~~,"안녕하세요 
좋은 만남의 모임을 기대합니다~",2024-07-21 16:47,가을문
1570,50.60세대 경남 모임방,"음악과 캠핑을 좋아하는 이들의
즐거운 인생방 입니다
",2024-07-21 17:31,백수거사
1571,,방갑습니다. 꾸벅 잘부탁드립니다.,2024-07-21 18:31,우야꼬
1572,,"안녕하세요^^
정말 정말 반가워요",2024-07-21 18:54,백수거사
1573,,"오늘 저녁은 선선하네요 ^^
산책 가기 좋은 날이라 
오랜만에 저녁 먹고 산책중입니다 ㅎㅎ",2024-07-21 20:10,추억의향기
1574,,"오늘 석양이. 멋졋는데 
전선과 건축물들에 가려 사진을. 못 찍엇네요.
사진은. 2019년 2월 27일. 남해갔다가 노고단 석양을 보고싶어 노고단 가서 찍은 사진입니다.",2024-07-21 20:14,빠달
1575,친구,안녕하셔요. 친구를 만나러 왔는데 성공했으면 좋겠어요.,2024-07-21 20:44,모모즈
1576,치한잔 하셔요,안녕하셔요.  ,2024-07-21 20:50,모모즈
1577,,"그럭 저럭 매일을 살고
그럭 저럭 나이 들어 가는
삶이 아닌지 스스로 성찰
해보는 밤....
이게 아닌데 아닌데 하는
생각에 불편하다
",2024-07-21 21:26,윌리
1578,,"날이 선선하네요 

장마와 호우로 인해 큰 피해 없었으면 좋겠습니다 

오늘 하루도 수고 많으셨습니다~",2024-07-21 21:38,최가네
1579,안녕하세요,심심해서 가입했습니다~,2024-07-21 21:39,최가네
1580,작별인사,"김영하 작가님의 작별인사를 읽어보았습니다 

요즘 인공지능과 로봇관련한 내용이라 재미있네요",2024-07-21 21:51,최가네
1581,이번 한주는 어떠셨나요?,다들 이번주 일상은 어떠셨나요?,2024-07-21 21:54,최가네
1582,안녕하세요,"가볍게 호압사 다녀왔네요 
처음이라 힘드네요",2024-07-21 21:56,최가네
1583,부족함을 채워주는 친구,"내 주변에 나쁜 친구를 가려내기 전에
나 자신이 과연 남에게
좋은 친구 역할을 하고 있는지
스스로 물어 봐야 합니다

허물을 밖에서 찾을 것이 아니라
나 스스로가 좋은 친구를 만날 수 있는
그런 바탕이 준비 되어 있는가 아닌가를
스스로 물어야 합니다.

좋은 친구란,
나를 속속들이 잘 알고,
나를 받아 주고 세상에선 다 내치더라도
나를 이해해 주는 마음의 벗입니다.

좋은 친구란
서로의 부족하고 모자람을 채워주는 것입니다

온전한 사람이 어디 있습니까?
다 부족 합니다.
그것을 내 친구가 채워 줍니다.
좋은 친구는 먼 데 있는 게 아니라
바로 가까이 있습니다.

그 친구가 지닌 좋은 요소, 좋은 향기를
내가 제대로 받아 들이지 못하고 있는 것입니다.",2024-07-21 22:13,의봉
1584,달이 밝습니다,가장 높은 곳의 가장 밝은 빛,2024-07-21 22:24,볼링이좋아
1585,안녕하세요 ,즐거운 모임하고 싶네요.,2024-07-21 22:24,자연스럽게
1586,안녕하세요.,모임 가입합니다.,2024-07-21 22:26,볼링이좋아
1587,안녕하세요.,인공지능 그림 그리기 들어본 적이 있어요. 반갑습니다.,2024-07-21 22:27,볼링이좋아
1588,안녕하세요.,좋은 정보를 얻고자 가입합니다.,2024-07-21 22:27,볼링이좋아
1589,첨가입 신청,처음 잘 부탁 드립니다,2024-07-21 23:02,내인생의테마
1590,,"처음 가입 했습니다.
부족하지만 잘 부탁 드려요.
둘레길 산책, 노래가 취미입니다.",2024-07-21 23:13,내인생의테마
1591,,길가에 핀 무궁화가 반가워서 찍어봤어요,2024-07-21 23:20,검은하늘
1592,더울수록 웃자,"파란 하늘이 그리워지는 요즘.... 
얼른 선선해져서 야외독서 하고싶네요",2024-07-21 23:23,검은하늘
1593,형이상학,사는 것도 신비로움! 죽는 것도 신비로움!!,2024-07-22 05:58,시몽선생
1594,,안녕하세요.반갑습니다,2024-07-22 06:08,로또대박
1595,,아름다움을 느낄 수 있는것. 만으로도 행복하다.,2024-07-22 06:22,빠달
1596,가입인사,"충북 보은 속리산에서 문화예술쪽 일을 하고 있습니다
잘부탁드립니다",2024-07-22 06:40,몽중인
1597,가입인사,안녕하세요 초보입니다 잘 부탁 드려요 ,2024-07-22 07:32,짱구사랑
1598,,"좋은 아침입니다.
여기 군산의 하늘은 먼지 한 톨 없는 맑은 하늘을 맘껏 뽐내며 얼굴을 드러냈습니다.
청암산 수변로를 한 바퀴 돌다 오렵니다^.^",2024-07-22 07:54,째쟁이
1599,, 남한산  서문 비 내리는 새벽등산  ,2024-07-22 08:04,평강
1600,멋진인생 ,분위기 좋은 카페에서 멋진 추억 만들고 싶어요 ,2024-07-22 09:52,이슬이
1601,궁금해. 가입합니다,모임 성격이 궁금해 가입합니다,2024-07-22 11:22,킴미영
1602,일정 계획 ?,"타로 배워보자고 동기가 좋았는데 전혀 일정도 메시지도 없어 보기에 그렇습니다.
언제 일정 마련 없나요?",2024-07-22 11:55,향 수
1603,동호회는 처음이라 잘부탁들입니다,경기도 안산시 상록구에서 68년생 초보 등산자 인사 드립니다. 잘 부탁 합니다,2024-07-22 13:47,kim광석
1604,,"비가 많이 내리니 피해도 있지만 긍정적 효과도 있네요.
물도 맑아지고 바닥도. 청소가 된...
저 물속에. 피라미.. 모래무지..붕어  .잉어..가물치..자라와. 수달도. 사네요..",2024-07-22 14:51,빠달
1605,,"안녕하세요
울적한 마음 달래고 싶어요
잘 부탁합니다",2024-07-22 15:22,머리나빠요
1606,반가워요 ,멋진인생 입니다ㅎ,2024-07-22 16:48,멋진
